GENE_ID	NS.2108.003.UDP0200_i7...UDP0200_i5.RNA_0005_5598_Sain_R1	NS.2108.003.UDP0201_i7...UDP0201_i5.RNA_0006_5598_Tumeur_R1	NS.2108.003.UDP0202_i7...UDP0202_i5.RNA_0009_5268_Sain_R1	NS.2108.003.UDP0203_i7...UDP0203_i5.RNA_0010_5268_Tumeur_R1	NS.2108.003.UDP0204_i7...UDP0204_i5.RNA_0011_5402_Sain_R1	NS.2108.003.UDP0205_i7...UDP0205_i5.RNA_0012_5402_Tumeur_R1	NS.2108.003.UDP0206_i7...UDP0206_i5.RNA_0017_5487_Sain_R1	NS.2108.003.UDP0207_i7...UDP0207_i5.RNA_0018_5487_Tumeur_R1
ENSG00000261818	0	1	0	0	0	0	0	4
ENSG00000261819	25	73	74	25	131	49	38	39
ENSG00000261820	0	0	0	0	0	0	0	0
ENSG00000261821	18	74	31	54	16	7	3	116
ENSG00000261822	318	179	159	136	183	163	253	52
ENSG00000261823	1	0	21	5	22	11	1	12
ENSG00000261824	872	853	945	682	1070	686	576	988
ENSG00000261826	0	0	0	0	0	0	0	0
ENSG00000261829	1	1	15	7	3	1	4	1
ENSG00000261831	4	0	3	0	0	0	1	0
ENSG00000261832	2811	3991	3385	2266	3572	1980	2028	3450
ENSG00000261834	0	0	0	0	0	0	0	0
ENSG00000261835	0	0	0	0	1	0	0	0
ENSG00000261837	1	3	1	3	0	2	0	2
ENSG00000261838	7	4	2	14	18	8	2	5
ENSG00000261839	6	15	22	6	21	3	4	4
ENSG00000261840	113	234	300	97	188	127	92	139
ENSG00000261842	3	6	4	20	4	5	2	1
ENSG00000261845	782	969	666	548	743	652	678	579
ENSG00000261848	0	0	0	2	0	0	0	0
ENSG00000261856	0	0	0	4	0	0	0	1
ENSG00000261857	17	11	46	26	40	26	5	78
ENSG00000261863	295	3	213	10	177	129	179	3
ENSG00000261864	63	81	65	71	112	91	33	58
ENSG00000261868	4	1	1	6	1	3	3	4
ENSG00000261872	4	3	2	6	3	10	2	5
ENSG00000261873	0	0	0	0	1	1	0	8
ENSG00000261879	189	152	636	212	450	256	96	403
ENSG00000261882	0	0	0	0	0	0	0	0
ENSG00000261884	1247	1208	1261	1060	1542	900	829	376
ENSG00000261886	3	18	6	5	1	0	3	11
ENSG00000261888	1101	484	426	54	558	292	681	93
ENSG00000261889	42	67	46	20	35	17	49	25
ENSG00000261898	29	44	57	24	40	25	33	58
ENSG00000261904	0	0	0	0	0	0	0	2
ENSG00000261914	0	0	0	0	0	0	0	0
ENSG00000261915	5238	8302	5206	2857	5481	4813	4182	5256
ENSG00000261916	3	102	16	34	11	9	5	22
ENSG00000261924	25	35	7	12	15	6	20	6
ENSG00000261934	9416	2671	19385	2236	17343	11847	9315	3395
ENSG00000261938	29	46	36	21	21	18	15	24
ENSG00000261939	0	0	2	3	2	0	0	0
ENSG00000261949	0	0	1	12	0	0	1	1
ENSG00000261959	1	0	14	6	13	1	3	6
ENSG00000261965	0	0	0	0	0	0	0	0
ENSG00000261970	3	0	4	4	3	5	1	9
ENSG00000261971	1896	2368	1921	737	2765	1309	947	951
ENSG00000261976	0	0	0	5	0	0	0	0
ENSG00000261978	0	5	0	2	0	3	0	4
ENSG00000261987	0	0	0	0	0	0	0	0
ENSG00000261996	12	41	35	18	34	16	6	71
ENSG00000261997	59	47	105	62	181	77	22	66
ENSG00000262000	0	0	0	0	0	0	0	0
ENSG00000262001	1264	1539	409	384	379	292	797	470
ENSG00000262003	47	19	16	25	27	47	36	7
ENSG00000262006	1	22	26	1	0	4	0	0
ENSG00000262008	0	0	0	0	0	0	0	0
ENSG00000262011	0	0	0	0	0	0	0	0
ENSG00000262020	6	0	0	4	2	3	4	4
ENSG00000262031	3	0	1	0	0	0	0	0
ENSG00000262038	0	0	1	0	0	1	0	0
ENSG00000262039	12	1	5	10	49	16	7	5
ENSG00000262048	0	0	0	0	0	0	0	0
ENSG00000262049	2623	5677	2158	2699	2366	1980	2203	2791
ENSG00000262050	31	204	109	36	101	34	19	69
ENSG00000262052	8	0	14	3	1	1	4	3
ENSG00000262061	51	56	43	66	84	25	35	31
ENSG00000262067	2	0	2	2	0	0	0	0
ENSG00000262074	0	3	0	0	8	1	13	5
ENSG00000262075	15	0	57	7	24	18	15	6
ENSG00000262079	0	1	0	1	3	0	0	0
ENSG00000262081	0	0	9	1	0	0	0	0
ENSG00000262085	0	0	0	0	0	0	0	0
ENSG00000262089	149	82	267	87	233	106	141	263
ENSG00000262090	0	0	0	0	0	0	0	0
ENSG00000262094	6	8	6	0	1	2	3	6
ENSG00000262095	0	0	0	0	0	0	0	0
ENSG00000262096	10	4	16	3	14	7	8	20
ENSG00000262097	615	1022	667	1730	755	553	616	39
ENSG00000262098	20	64	35	12	13	12	15	7
ENSG00000262099	0	0	0	0	0	0	1	0
ENSG00000262106	0	0	0	0	0	0	0	0
ENSG00000262107	0	0	0	0	0	0	0	0
ENSG00000262112	170	82	156	134	236	138	137	73
ENSG00000262115	85	38	147	55	152	139	46	63
ENSG00000262116	0	0	0	0	0	0	0	0
ENSG00000262117	2	1	1	0	2	2	3	1
ENSG00000262118	8	5	4	0	4	4	3	4
ENSG00000262119	4	7	4	3	3	3	1	6
ENSG00000262120	0	0	0	0	0	0	0	0
ENSG00000262133	115	13	43	3	49	105	37	10
ENSG00000262135	0	0	0	0	0	0	0	0
ENSG00000262136	280	654	340	986	422	423	265	210
ENSG00000262140	13	4	13	12	7	7	4	9
ENSG00000262141	1	2	0	0	1	1	1	0
ENSG00000262147	77	104	70	103	64	91	51	108
ENSG00000262151	3	8	3	10	21	9	3	24
ENSG00000262152	353	2724	116	142	92	83	38	116
ENSG00000262154	4	0	2	6	0	0	4	0
ENSG00000262155	114	164	186	68	183	160	61	63
ENSG00000262158	0	0	0	0	0	0	0	1
ENSG00000262160	6092	10322	6829	3707	7104	5939	5015	3126
ENSG00000262165	23	106	30	37	24	12	15	7
ENSG00000262171	0	5	1	11	2	4	0	9
ENSG00000262172	0	4	0	14	2	3	1	5
ENSG00000262179	10	47	45	12	14	7	14	40
ENSG00000262181	0	0	0	0	0	0	0	0
ENSG00000262185	155	89	225	41	258	185	112	182
ENSG00000262187	0	0	0	0	0	0	0	0
ENSG00000262188	13	76	9	4	4	15	10	6
ENSG00000262198	4	12	40	496	16	16	2	86
ENSG00000262202	9	17	10	8	4	0	29	3
ENSG00000262209	9374	2664	19111	2169	17191	11719	9214	3282
ENSG00000262211	404	170	298	277	632	866	165	427
ENSG00000262213	2	0	0	7	1	2	0	0
ENSG00000262223	58	223	124	45	86	19	27	68
ENSG00000262227	59	64	159	63	102	65	34	96
ENSG00000262228	38	53	49	59	73	41	21	27
ENSG00000262231	0	0	0	0	0	0	0	0
ENSG00000262235	0	0	0	0	0	0	0	0
ENSG00000262246	3889	3647	6524	2833	7155	3610	3470	3500
ENSG00000262248	8	97	24	40	18	19	2	43
ENSG00000262259	0	0	0	0	0	0	0	0
ENSG00000262262	0	0	0	0	0	0	0	0
ENSG00000262265	4	6	4	10	4	4	6	4
ENSG00000262267	0	0	0	0	0	0	0	0
ENSG00000262271	0	0	0	0	0	0	0	0
ENSG00000262292	0	0	0	0	0	0	0	0
ENSG00000262294	76	127	51	23	83	42	43	91
ENSG00000262296	0	14	1	0	0	0	0	0
ENSG00000262298	7	9	9	56	17	33	4	51
ENSG00000262302	1338	2491	1050	1434	1053	1143	895	1338
ENSG00000262304	925	6159	1788	2284	1590	1232	645	2025
ENSG00000262312	72	33	284	166	519	128	41	69
ENSG00000262313	13	5	3	3	3	2	1	9
ENSG00000262316	0	0	1	0	1	0	1	2
ENSG00000262319	40	38	91	34	56	33	10	37
ENSG00000262322	0	0	0	0	0	0	0	1
ENSG00000262332	2	14	3	6	2	3	5	9
ENSG00000262333	102	338	131	221	169	128	62	217
ENSG00000262339	4	8	6	7	10	4	3	16
ENSG00000262343	0	0	0	4	0	0	0	0
ENSG00000262352	0	0	0	0	0	0	0	0
ENSG00000262358	4	0	2	7	30	9	1	5
ENSG00000262362	50	36	24	35	13	38	15	81
ENSG00000262366	0	0	0	0	1	0	1	7
ENSG00000262370	1263	140	1523	233	1732	1268	1003	260
ENSG00000262372	83	94	81	98	177	151	25	130
ENSG00000262380	0	4	8	6	20	24	0	8
ENSG00000262381	0	0	0	0	0	0	0	0
ENSG00000262384	0	0	0	0	0	0	0	0
ENSG00000262400	2	0	0	0	0	1	2	0
ENSG00000262402	2	4	2	9	7	6	2	2
ENSG00000262406	191	88	98	1970	6	216	30	173
ENSG00000262408	12	2	4	5	10	4	9	0
ENSG00000262410	58	280	111	223	92	42	46	226
ENSG00000262412	2	14	7	19	10	3	3	5
ENSG00000262413	4045	4089	2912	2888	3011	2617	3020	1796
ENSG00000262420	157	259	361	294	322	207	202	369
ENSG00000262429	355	607	404	263	337	351	224	222
ENSG00000262434	65	45	63	34	61	74	38	30
ENSG00000262445	6	13	2	17	2	4	2	7
ENSG00000262454	108	2366	176	49	191	205	90	110
ENSG00000262456	425	680	684	829	681	398	434	486
ENSG00000262461	0	0	0	0	0	0	0	0
ENSG00000262468	155	733	339	205	237	181	99	224
ENSG00000262470	1	3	8	5	8	8	3	2
ENSG00000262471	1	0	0	0	0	0	0	0
ENSG00000262480	2	1	0	0	4	1	4	2
ENSG00000262481	2895	3940	4059	2536	3648	2848	2655	2853
ENSG00000262482	23	51	77	24	55	31	17	47
ENSG00000262484	50	119	60	14	60	38	48	391
ENSG00000262488	6	5	18	15	13	6	8	10
ENSG00000262492	6	14	12	1	40	9	4	6
ENSG00000262495	1	3	13	2	21	7	0	1
ENSG00000262497	14	2	47	2	22	18	6	13
ENSG00000262500	0	0	0	0	0	0	38	25
ENSG00000262503	15	135	5	35	11	52	4	6
ENSG00000262514	6	3	1	5	13	7	0	7
ENSG00000262516	0	0	2	0	0	2	0	1
ENSG00000262518	0	0	0	0	0	0	0	0
ENSG00000262519	19	24	6	7	3	2	8	1
ENSG00000262521	0	0	0	0	0	0	0	0
ENSG00000262526	13357	16446	12057	7448	11835	7922	10066	7997
ENSG00000262528	244	823	624	360	430	306	196	1720
ENSG00000262529	2	1	0	0	0	3	7	1
ENSG00000262533	719	1268	528	458	629	580	676	672
ENSG00000262539	1	1	3	12	9	1	178	406
ENSG00000262543	2	0	0	0	1	0	2	0
ENSG00000262558	40	95	32	16	66	38	18	74
ENSG00000262560	312	1329	658	1344	319	388	254	331
ENSG00000262561	0	1	0	0	0	0	0	0
ENSG00000262566	0	0	0	0	0	0	0	0
ENSG00000262576	9414	2748	19236	2173	17259	11754	9283	3298
ENSG00000262580	964	3965	1798	1316	2267	1645	761	3757
ENSG00000262583	1	3	21	2	1	0	0	1
ENSG00000262585	6	51	9	3	9	4	6	9
ENSG00000262587	13	38	36	35	26	30	10	22
ENSG00000262609	0	0	0	0	0	0	0	0
ENSG00000262619	15	18	32	93	26	34	5	54
ENSG00000262623	3	6	2	1	0	0	4	3
ENSG00000262624	15	50	18	14	18	12	6	12
ENSG00000262628	0	0	0	0	0	0	0	0
ENSG00000262633	536	671	678	1246	776	675	384	954
ENSG00000262636	0	0	5	1	2	4	1	15
ENSG00000262648	0	0	0	0	0	0	0	0
ENSG00000262651	0	0	0	0	0	0	0	0
ENSG00000262652	23	31	61	70	36	97	24	65
ENSG00000262655	3787	1529	9662	2445	10325	4636	4533	9458
ENSG00000262660	1156	5498	1581	5474	1295	1111	987	2375
ENSG00000262662	4	1	0	1	1	3	1	4
ENSG00000262663	57	102	124	150	166	81	51	175
ENSG00000262664	2944	4266	2396	2101	2855	2554	2845	3194
ENSG00000262678	70	69	138	54	116	77	28	183
ENSG00000262681	5	28	11	2	14	20	27	13
ENSG00000262686	68	31	38	27	22	48	27	34
ENSG00000262691	140	366	343	288	244	141	72	529
ENSG00000262692	46	226	110	72	197	82	20	161
ENSG00000262693	1	0	4	14	0	0	2	5
ENSG00000262700	15	14	27	7	14	10	5	5
ENSG00000262703	2	24	19	34	36	1	19	33
ENSG00000262708	5	1	2	7	5	5	5	5
ENSG00000262712	1622	1132	1625	640	1461	1128	1470	840
ENSG00000262714	58	170	35	222	70	69	15	90
ENSG00000262721	20	19	30	8	18	12	20	11
ENSG00000262728	36	97	62	13	85	39	10	50
ENSG00000262730	89	65	32	11	56	52	53	50
ENSG00000262732	86	75	135	162	184	129	27	105
ENSG00000262759	2	1	3	6	7	2	0	10
ENSG00000262766	134	203	172	163	185	167	87	140
ENSG00000262768	0	2	1	2	0	0	0	1
ENSG00000262769	28	43	40	28	20	33	7	27
ENSG00000262772	19	1190	15	119	16	56	4	176
ENSG00000262777	74	85	32	32	81	95	25	32
ENSG00000262786	1	0	1	0	4	0	0	0
ENSG00000262791	132	485	200	137	260	140	82	130
ENSG00000262801	0	0	0	0	0	0	0	0
ENSG00000262803	0	0	1	4	1	4	0	5
ENSG00000262810	15	8	9	22	11	11	3	2
ENSG00000262814	1557	5590	1605	5223	1601	1542	1254	1939
ENSG00000262815	3	2	3	3	14	4	0	3
ENSG00000262818	0	0	0	0	0	0	0	0
ENSG00000262823	106	50	170	56	191	67	79	126
ENSG00000262831	3578	16508	3328	6147	3443	2602	2464	7410
ENSG00000262833	1	8	1	0	4	3	2	11
ENSG00000262837	13	23	15	13	24	22	9	24
ENSG00000262848	0	0	3	2	2	0	0	0
ENSG00000262855	0	0	4	0	2	4	0	2
ENSG00000262869	0	1	1	1	0	0	0	0
ENSG00000262870	19	2	10	3	24	23	9	9
ENSG00000262873	93	401	91	29	57	25	47	23
ENSG00000262874	17	0	22	9	35	31	25	6
ENSG00000262877	1398	1712	1745	118	1241	609	563	908
ENSG00000262879	1202	1836	1605	1149	2389	1639	710	1559
ENSG00000262880	33	1040	54	207	62	73	22	219
ENSG00000262881	0	0	0	0	0	0	0	0
ENSG00000262884	8	102	16	25	8	15	8	27
ENSG00000262885	0	0	0	0	0	0	0	0
ENSG00000262898	12	17	11	6	16	9	10	4
ENSG00000262899	11	20	2	6	4	8	0	14
ENSG00000262902	222	392	140	87	97	122	107	176
ENSG00000262903	292	690	395	165	372	361	167	527
ENSG00000262904	0	4	3	2	5	1	2	0
ENSG00000262905	6	9	29	63	14	33	11	80
ENSG00000262919	972	2834	1011	1266	1138	795	865	853
ENSG00000262920	47	657	42	1162	45	46	24	63
ENSG00000262921	1	5	2	0	3	0	1	0
ENSG00000262943	41	1025	78	391	51	275	28	39
ENSG00000262950	6	1	30	1	22	14	15	2
ENSG00000262953	1	1	0	0	0	0	0	0
ENSG00000262959	1	1	1	0	5	0	0	3
ENSG00000262961	0	0	0	0	0	0	0	0
ENSG00000262962	3	1	0	0	4	2	1	2
ENSG00000262966	1	45	28	17	8	5	6	49
ENSG00000262967	887	816	903	565	983	934	945	425
ENSG00000262974	0	0	0	0	0	0	0	0
ENSG00000262979	31	47	57	202	75	100	37	153
ENSG00000262980	0	0	0	0	0	0	0	0
ENSG00000262983	0	2	0	0	0	0	0	1
ENSG00000262990	0	0	0	0	0	0	0	0
ENSG00000262995	2	0	9	1	18	9	7	1
ENSG00000262999	5	3	4	1	4	1	11	4
ENSG00000263001	3307	5244	3843	4299	5634	4193	1343	5084
ENSG00000263002	873	933	1070	729	1515	1019	424	1120
ENSG00000263004	96	282	228	148	179	71	65	167
ENSG00000263006	58	158	20	25	35	35	17	52
ENSG00000263011	22	40	157	41	72	26	29	22
ENSG00000263015	3	8	2	11	4	9	0	6
ENSG00000263017	14	3	3	2	3	9	5	9
ENSG00000263020	6905	7064	6818	3799	6450	5074	5205	6705
ENSG00000263029	0	0	0	0	0	0	0	0
ENSG00000263033	89	17	85	15	45	34	56	72
ENSG00000263041	0	0	1	1	0	0	0	29
ENSG00000263045	5	0	0	0	0	7	2	2
ENSG00000263050	183	35	52	14	68	128	229	16
ENSG00000263051	3	0	2	0	1	1	1	2
ENSG00000263063	2	10	12	8	5	0	1	7
ENSG00000263065	51	26	334	26	166	250	86	78
ENSG00000263069	1048	1241	1134	1684	1912	1187	441	1377
ENSG00000263070	0	0	0	0	0	0	0	2
ENSG00000263072	871	1822	1991	802	1728	1121	663	1974
ENSG00000263080	1	9	17	35	21	1	6	10
ENSG00000263081	0	0	0	0	0	0	0	0
ENSG00000263089	37	54	23	26	78	18	6	48
ENSG00000263096	3	8	4	6	4	3	0	7
ENSG00000263098	8	3	0	1	4	0	1	7
ENSG00000263105	9	26	15	10	2	3	1	5
ENSG00000263107	0	0	0	0	0	1	0	0
ENSG00000263110	0	0	0	0	0	0	0	0
ENSG00000263120	3	60	58	37	68	22	1	67
ENSG00000263125	0	0	0	0	0	0	0	0
ENSG00000263126	3804	4969	2267	1886	2364	3585	3067	1374
ENSG00000263142	258	442	477	246	505	372	160	278
ENSG00000263146	0	0	0	0	0	0	0	0
ENSG00000263154	3	34	6	12	5	4	1	10
ENSG00000263155	4889	432	7423	336	4378	6587	3128	432
ENSG00000263159	0	0	0	0	0	1	0	0
ENSG00000263164	12	12	88	30	77	19	2	52
ENSG00000263165	1008	1219	930	349	1032	727	914	946
ENSG00000263167	341	190	107	16	37	65	100	6
ENSG00000263171	36	78	22	15	14	21	21	13
ENSG00000263176	0	0	2	21	2	1	0	1
ENSG00000263177	3	1	3	0	3	5	0	3
ENSG00000263179	4	5	5	4	3	1	14	3
ENSG00000263189	0	0	0	0	0	0	0	0
ENSG00000263196	0	0	0	0	0	0	0	0
ENSG00000263199	0	0	0	0	0	0	0	0
ENSG00000263201	4	0	2	2	2	2	2	0
ENSG00000263206	1	0	3	0	0	3	0	0
ENSG00000263207	0	2	4	0	1	0	1	0
ENSG00000263212	93	130	259	159	162	100	42	88
ENSG00000263218	196	334	192	148	181	139	126	181
ENSG00000263219	9	7	10	6	6	14	7	18
ENSG00000263220	26	12	8	1	14	30	1	20
ENSG00000263232	21	27	22	12	22	15	12	11
ENSG00000263234	0	0	0	0	1	0	0	1
ENSG00000263235	65	142	60	91	117	113	77	164
ENSG00000263237	0	0	0	0	0	0	0	0
ENSG00000263241	0	0	0	0	0	0	0	0
ENSG00000263244	6500	6788	5170	4051	7008	5473	5688	5769
ENSG00000263252	0	0	0	0	0	0	0	0
ENSG00000263253	0	0	0	0	0	0	0	0
ENSG00000263257	12	125	7	2	1	9	2	5
ENSG00000263266	367	356	307	265	257	206	310	284
ENSG00000263271	30	127	68	65	61	51	25	39
ENSG00000263272	925	2751	1281	871	1274	1140	605	3523
ENSG00000263276	3668	7060	3697	2074	3805	3350	2899	1808
ENSG00000263278	0	0	0	0	0	0	0	1
ENSG00000263279	0	2	0	5	2	0	1	12
ENSG00000263280	7	20	24	18	15	3	10	20
ENSG00000263293	20	29	58	31	35	41	52	79
ENSG00000263300	3	10	10	13	10	12	6	23
ENSG00000263301	5	149	11	32	7	11	2	31
ENSG00000263305	0	0	0	0	1	0	0	0
ENSG00000263307	75	59	73	48	89	79	43	85
ENSG00000263311	3	10	3	3	3	5	3	1
ENSG00000263312	6	7	3	0	1	8	0	1
ENSG00000263316	17	678	58	31	26	56	11	3
ENSG00000263317	0	0	8	3	11	6	0	0
ENSG00000263321	50	59	74	43	49	49	19	81
ENSG00000263325	171	117	103	43	58	62	94	198
ENSG00000263326	9	28	18	19	36	27	2	20
ENSG00000263327	260	835	301	211	365	540	188	327
ENSG00000263331	0	1	1	0	5	3	1	3
ENSG00000263335	201	343	537	260	297	282	186	257
ENSG00000263338	11	120	23	36	16	20	12	33
ENSG00000263342	0	0	1	0	0	0	1	0
ENSG00000263343	0	3	1	0	0	0	1	2
ENSG00000263345	382	738	602	440	553	441	235	896
ENSG00000263353	2	1	1	0	2	2	4	0
ENSG00000263354	0	0	0	0	0	0	0	0
ENSG00000263355	0	0	0	0	0	0	0	0
ENSG00000263360	0	0	0	0	0	0	0	0
ENSG00000263361	7	2	36	37	56	30	3	36
ENSG00000263363	0	0	0	0	0	0	0	0
ENSG00000263366	5	11	7	10	11	2	6	0
ENSG00000263368	39	86	56	15	31	43	22	16
ENSG00000263369	0	0	0	0	0	1	0	0
ENSG00000263370	10	6	2	4	7	5	1	4
ENSG00000263372	0	0	0	0	0	0	0	0
ENSG00000263375	0	0	0	0	0	0	0	0
ENSG00000263381	0	0	0	0	0	0	0	0
ENSG00000263382	0	0	0	0	0	0	0	0
ENSG00000263388	4	3	2	4	6	7	0	6
ENSG00000263389	0	0	0	0	0	0	0	0
ENSG00000263390	0	0	0	0	0	0	0	0
ENSG00000263393	21	26	22	55	41	45	28	47
ENSG00000263394	1	0	1	0	0	1	0	4
ENSG00000263396	0	0	0	0	0	0	0	9
ENSG00000263399	1	0	1	0	0	0	0	0
ENSG00000263400	109	74	189	52	168	75	88	76
ENSG00000263403	0	2	1	2	2	2	0	3
ENSG00000263405	0	0	0	0	0	0	0	0
ENSG00000263407	0	0	1	1	1	2	0	0
ENSG00000263409	0	0	0	0	0	0	0	0
ENSG00000263410	0	0	0	0	0	0	0	0
ENSG00000263412	19	48	37	40	15	5	7	20
ENSG00000263413	0	2	10	23	11	1	3	2
ENSG00000263414	0	0	0	0	0	0	0	0
ENSG00000263417	0	0	0	0	0	0	0	3
ENSG00000263424	307	319	277	332	453	357	290	261
ENSG00000263426	0	0	0	0	0	0	0	0
ENSG00000263427	20	11	1	0	37	21	0	0
ENSG00000263429	6	1	10	16	10	6	1	4
ENSG00000263432	27	34	44	10	51	37	37	70
ENSG00000263433	0	0	0	0	0	0	0	0
ENSG00000263435	0	2	0	1	0	0	0	0
ENSG00000263436	2	0	0	0	4	0	0	1
ENSG00000263438	49	8	4	2	1	4	5	0
ENSG00000263439	0	0	0	1	0	1	1	0
ENSG00000263443	0	0	1	0	0	0	0	0
ENSG00000263445	4	2	0	0	3	1	0	0
ENSG00000263450	0	0	36	29	3	0	0	0
ENSG00000263453	0	0	0	0	0	0	0	0
ENSG00000263456	0	1	0	0	0	0	0	0
ENSG00000263458	0	0	0	0	0	0	0	0
ENSG00000263460	0	0	0	1	0	0	0	1
ENSG00000263465	3390	5529	4634	3347	4417	3240	2993	2665
ENSG00000263466	2	25	17	32	29	37	2	29
ENSG00000263468	0	0	0	0	0	0	0	0
ENSG00000263476	0	0	0	0	0	0	0	0
ENSG00000263477	3	0	0	1	1	0	0	3
ENSG00000263479	0	0	0	0	0	0	0	0
ENSG00000263482	6	2	10	7	31	11	8	4
ENSG00000263483	0	0	0	0	0	0	0	0
ENSG00000263485	0	0	0	0	0	0	0	0
ENSG00000263489	1	128	1	96	0	0	1	0
ENSG00000263490	0	0	0	0	0	0	0	0
ENSG00000263494	0	0	0	0	0	0	0	0
ENSG00000263499	2	1	2	0	3	8	0	0
ENSG00000263501	0	0	1	2	3	5	0	5
ENSG00000263503	3	1	1	1	0	1	205	222
ENSG00000263505	1	0	0	0	0	0	0	4
ENSG00000263508	5	2	22	2	9	8	6	13
ENSG00000263510	0	0	0	0	0	0	0	0
ENSG00000263511	0	1	0	0	0	0	0	0
ENSG00000263512	0	0	0	0	0	0	0	1
ENSG00000263513	25	3	7	84	23	9	8	6
ENSG00000263514	0	0	0	0	0	0	0	0
ENSG00000263515	13	0	2	0	4	4	3	0
ENSG00000263520	0	0	0	0	0	0	0	0
ENSG00000263526	4	3	1	2	0	4	1	2
ENSG00000263527	0	0	0	0	3	0	0	0
ENSG00000263528	528	2348	986	2515	1345	422	364	870
ENSG00000263529	0	0	0	0	0	0	0	0
ENSG00000263531	7	20	13	11	17	14	4	14
ENSG00000263533	0	0	0	0	0	0	0	0
ENSG00000263535	7	22	2	33	13	7	8	2
ENSG00000263537	0	0	1	0	0	0	1	1
ENSG00000263540	0	0	2	4	3	0	0	2
ENSG00000263547	0	0	3	0	0	0	0	4
ENSG00000263551	12	0	1	1	0	3	0	16
ENSG00000263556	0	0	0	0	0	0	0	0
ENSG00000263558	1	0	0	0	0	0	0	0
ENSG00000263561	0	0	0	0	0	0	0	0
ENSG00000263563	41	50	39	20	17	25	26	11
ENSG00000263567	0	0	0	0	0	0	0	0
ENSG00000263571	0	2	0	0	0	0	0	4
ENSG00000263572	0	0	2	0	2	0	0	1
ENSG00000263573	0	0	0	0	0	0	0	0
ENSG00000263574	9	1	10	4	29	32	7	77
ENSG00000263575	0	0	0	0	0	0	0	0
ENSG00000263581	0	0	0	0	0	0	0	0
ENSG00000263583	0	2	0	0	1	0	2	0
ENSG00000263584	1	0	0	0	0	1	1	0
ENSG00000263585	79	1107	95	1023	68	202	44	1164
ENSG00000263586	141	9	236	10	125	140	98	25
ENSG00000263588	3	0	0	0	0	1	0	8
ENSG00000263590	0	0	2	0	0	0	0	0
ENSG00000263593	0	0	0	0	0	0	0	0
ENSG00000263594	0	0	0	0	0	0	0	0
ENSG00000263595	7	0	12	6	9	5	5	38
ENSG00000263597	0	3	0	0	0	0	0	0
ENSG00000263600	0	0	0	0	0	0	0	0
ENSG00000263602	0	0	0	0	0	0	0	0
ENSG00000263603	3	7	10	29	8	12	8	55
ENSG00000263604	0	0	0	0	0	0	0	0
ENSG00000263606	15	14	4	24	4	16	22	18
ENSG00000263608	0	0	0	0	0	1	0	0
ENSG00000263609	0	0	0	0	0	0	0	0
ENSG00000263611	0	0	12	10	3	0	0	0
ENSG00000263612	16	16	22	1	16	19	13	3
ENSG00000263613	0	0	0	0	0	0	0	1
ENSG00000263615	0	0	0	0	0	0	0	0
ENSG00000263616	0	1	0	1	0	0	0	0
ENSG00000263618	0	0	0	0	0	0	0	0
ENSG00000263620	838	1226	1614	449	1345	994	758	641
ENSG00000263622	0	0	0	0	0	0	0	0
ENSG00000263624	21	7	6	59	30	65	19	34
ENSG00000263627	40	37	44	32	29	25	32	42
ENSG00000263628	0	0	0	3	0	0	2	0
ENSG00000263629	0	0	0	0	0	0	0	0
ENSG00000263631	0	0	0	0	0	0	0	0
ENSG00000263634	0	0	0	0	0	0	0	0
ENSG00000263635	0	0	0	0	0	0	0	0
ENSG00000263637	8	16	23	22	27	11	17	6
ENSG00000263639	33	13	5754	2032	0	0	27	10
ENSG00000263641	0	6	3	1	3	6	6	9
ENSG00000263642	1	1	0	1	0	3	2	0
ENSG00000263643	0	0	0	0	0	2	0	0
ENSG00000263644	22	36	6	27	11	17	6	16
ENSG00000263647	830	717	804	470	766	697	459	639
ENSG00000263648	4	0	8	1	8	16	8	12
ENSG00000263649	1	7	0	4	3	8	0	1
ENSG00000263652	0	0	0	0	0	0	0	0
ENSG00000263655	0	0	0	0	2	0	0	0
ENSG00000263657	3	8	13	4	4	4	2	7
ENSG00000263666	0	0	0	0	0	0	0	0
ENSG00000263667	2	0	1	0	1	0	0	0
ENSG00000263669	0	1	1	0	0	0	0	0
ENSG00000263670	0	1	0	0	0	0	0	1
ENSG00000263672	0	2	1	0	0	0	0	4
ENSG00000263674	0	0	0	0	0	1	0	0
ENSG00000263675	32	18	10	11	28	27	1	21
ENSG00000263676	1	0	1	1	3	2	2	2
ENSG00000263677	1	18	24	2	4	1	0	10
ENSG00000263680	8	5	10	23	3	2	0	6
ENSG00000263681	0	0	0	0	1	1	0	0
ENSG00000263682	0	0	0	0	0	0	0	0
ENSG00000263683	77	79	49	23	79	56	27	46
ENSG00000263684	0	0	22	5	1	0	0	1
ENSG00000263688	0	0	0	0	0	0	0	0
ENSG00000263690	15	40	6	2	7	13	40	16
ENSG00000263693	0	0	0	0	0	0	0	0
ENSG00000263697	0	0	0	0	0	0	0	0
ENSG00000263698	5	8	6	2	2	1	4	2
ENSG00000263705	0	0	0	0	0	0	0	0
ENSG00000263707	127	49	166	6	117	68	98	128
ENSG00000263708	0	0	0	0	0	0	0	2
ENSG00000263709	2	4	4	1	5	2	6	3
ENSG00000263711	3	265	5	984	1	129	0	4
ENSG00000263712	2	0	0	0	6	6	0	3
ENSG00000263715	78	75	162	188	145	79	105	128
ENSG00000263716	0	0	0	0	0	0	0	0
